Año;Concepto;Tipo territorio;Código territorio;Territorio;Valor;Unidad;Estado dato
2015;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.45;Años;
2015;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.60;Años;
2015;Edad media de la madre;Otros;;;33.61;Años;
2015;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.57;Años;
2015;Indice sintético de fecundidad;Otros;;;1.33;Índice;
2015;Crecimiento vegetativo;Otros;;;18020;Número;
2015;Proporción de nacimientos de madre casada;Otros;;;59.84;Porcentaje;
2015;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.47;Porcentaje;
2015;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;106.04;Porcentaje;
2015;Edad media de la madre extranjera;Otros;;;31.25;Porcentaje;
2015;Edad media de la madre española;Otros;;;34.22;Porcentaje;
2015;Tasa general de fecundidad;Otros;;;40.82;Tasa;
2015;Tasa bruta de natalidad;Otros;;;10.06;Tasa;
2016;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.47;Años;
2016;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.70;Años;
2016;Edad media de la madre;Otros;;;33.74;Años;
2016;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.61;Años;
2016;Indice sintético de fecundidad;Otros;;;1.32;Índice;
2016;Crecimiento vegetativo;Otros;;;18046;Número;
2016;Proporción de nacimientos de madre casada;Otros;;;56.26;Porcentaje;
2016;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.29;Porcentaje;
2016;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;105.31;Porcentaje;
2016;Edad media de la madre extranjera;Otros;;;31.45;Porcentaje;
2016;Edad media de la madre española;Otros;;;34.35;Porcentaje;
2016;Tasa general de fecundidad;Otros;;;39.93;Tasa;
2016;Tasa bruta de natalidad;Otros;;;9.73;Tasa;
2017;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.48;Años;
2017;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.68;Años;
2017;Edad media de la madre;Otros;;;33.81;Años;
2017;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.74;Años;
2017;Indice sintético de fecundidad;Otros;;;1.29;Índice;
2017;Crecimiento vegetativo;Otros;;;13486;Número;
2017;Proporción de nacimientos de madre casada;Otros;;;55.47;Porcentaje;
2017;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.42;Porcentaje;
2017;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;105.84;Porcentaje;
2017;Edad media de la madre extranjera;Otros;;;31.54;Porcentaje;
2017;Edad media de la madre española;Otros;;;34.44;Porcentaje;
2017;Tasa general de fecundidad;Otros;;;38.32;Tasa;
2017;Tasa bruta de natalidad;Otros;;;9.26;Tasa;
2018;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.46;Años;
2018;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.68;Años;
2018;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.80;Años;
2018;Edad media de la madre;Otros;;;33.87;Años;
2018;Indice sintético de fecundidad;Otros;;;1.23;Índice;
2018;Crecimiento vegetativo;Otros;;;10955;Número;
2018;Proporción de nacimientos de madre casada;Otros;;;55.22;Porcentaje;
2018;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.38;Porcentaje;
2018;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;105.66;Porcentaje;
2018;Edad media de la madre española;Otros;;;34.52;Porcentaje;
2018;Edad media de la madre extranjera;Otros;;;31.75;Porcentaje;
2018;Tasa general de fecundidad;Otros;;;36.21;Tasa;
2018;Tasa bruta de natalidad;Otros;;;8.69;Tasa;
2019;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.50;Años;
2019;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.71;Años;
2019;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.87;Años;
2019;Edad media de la madre;Otros;;;33.88;Años;
2019;Indice sintético de fecundidad;Otros;;;1.19;Índice;
2019;Crecimiento vegetativo;Otros;;;8576;Número;
2019;Proporción de nacimientos de madre casada;Otros;;;54.54;Porcentaje;
2019;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.58;Porcentaje;
2019;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;106.54;Porcentaje;
2019;Edad media de la madre española;Otros;;;34.57;Porcentaje;
2019;Edad media de la madre extranjera;Otros;;;31.78;Porcentaje;
2019;Tasa general de fecundidad;Otros;;;34.64;Tasa;
2019;Tasa bruta de natalidad;Otros;;;8.29;Tasa;
2020;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.38;Años;
2020;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.82;Años;
2020;Edad media de la madre;Otros;;;33.84;Años;
2020;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.85;Años;
2020;Indice sintético de fecundidad;Otros;;;1.13;Índice;
2020;Crecimiento vegetativo;Otros;;;-14291;Número;
2020;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;105.24;Porcentaje;
2020;Proporción de nacimientos de madre casada;Otros;;;55.83;Porcentaje;
2020;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.28;Porcentaje;
2020;Edad media de la madre extranjera;Otros;;;31.73;Porcentaje;
2020;Edad media de la madre española;Otros;;;34.54;Porcentaje;
2020;Tasa bruta de natalidad;Otros;;;7.74;Tasa;
2020;Tasa general de fecundidad;Otros;;;32.48;Tasa;
2021;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.54;Años;
2021;Edad media de la madre;Otros;;;34.06;Años;
2021;Edad media de la madre al nacimiento del primer hijo;Otros;;;33.08;Años;
2021;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.89;Años;
2021;Indice sintético de fecundidad;Otros;;;1.13;Índice;
2021;Crecimiento vegetativo;Otros;;;1509;Número;
2021;Proporción de nacimientos de madre casada;Otros;;;54.02;Porcentaje;
2021;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.79;Porcentaje;
2021;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;107.41;Porcentaje;
2021;Edad media de la madre española;Otros;;;34.66;Porcentaje;
2021;Edad media de la madre extranjera;Otros;;;32.09;Porcentaje;
2021;Tasa bruta de natalidad;Otros;;;7.61;Tasa;
2021;Tasa general de fecundidad;Otros;;;32.24;Tasa;
2022;Edad media de la madre;Otros;;;33.93;Años;
2022;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.44;Años;
2022;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.79;Años;
2022;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.95;Años;
2022;Indice sintético de fecundidad;Otros;;;1.13;Índice;
2022;Crecimiento vegetativo;Otros;;;-193;Número;
2022;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;105.49;Porcentaje;
2022;Edad media de la madre extranjera;Otros;;;31.89;Porcentaje;
2022;Edad media de la madre española;Otros;;;34.61;Porcentaje;
2022;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.34;Porcentaje;
2022;Proporción de nacimientos de madre casada;Otros;;;52.86;Porcentaje;
2022;Tasa general de fecundidad;Otros;;;31.91;Tasa;
2022;Tasa bruta de natalidad;Otros;;;7.49;Tasa;
2023;Edad media de la madre;Otros;;;33.77;Años;
2023;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.48;Años;
2023;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.69;Años;
2023;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.72;Años;
2023;Indice sintético de fecundidad;Otros;;;1.10;Índice;
2023;Crecimiento vegetativo;Otros;;;1653;Número;
2023;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;106.46;Porcentaje;
2023;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.56;Porcentaje;
2023;Proporción de nacimientos de madre casada;Otros;;;52.93;Porcentaje;
2023;Edad media de la madre extranjera;Otros;;;31.74;Porcentaje;
2023;Edad media de la madre española;Otros;;;34.48;Porcentaje;
2023;Tasa bruta de natalidad;Otros;;;7.25;Tasa;
2023;Tasa general de fecundidad;Otros;;;30.84;Tasa;
2024;Edad media de la madre al nacimiento del tercer hijo y sucesivos;Otros;;;35.29;Años;
2024;Edad media de la madre al nacimiento del segundo hijo;Otros;;;34.59;Años;
2024;Edad media de la madre al nacimiento del primer hijo;Otros;;;32.72;Años;
2024;Edad media de la madre;Otros;;;33.71;Años;
2024;Indice sintético de fecundidad;Otros;;;1.09;Índice;
2024;Crecimiento vegetativo;Otros;;;1362;Número;
2024;Proporción de nacimientos de madre casada;Otros;;;53.12;Porcentaje;
2024;Proporción de hombres nacidos respecto al total de nacidos;Otros;;;51.60;Porcentaje;
2024;Edad media de la madre extranjera;Otros;;;31.71;Porcentaje;
2024;Edad media de la madre española;Otros;;;34.44;Porcentaje;
2024;Proporción de hombres nacidos respecto a mujeres nacidas;Otros;;;106.63;Porcentaje;
2024;Tasa bruta de natalidad;Otros;;;7.19;Tasa;
2024;Tasa general de fecundidad;Otros;;;30.65;Tasa;
